document,topic,nm_producao,ds_resumo,gamma
5526,25,essencialismo e modernidade a critica de max stirner,a dissertacao tem por objeto a dessacralizacao da cultura no pensamento de johannkaspar schmidt mais conhecido pelo pseudonimo de max stirner recorrentemente abordada sob o vies anarcoindividualista a obra de max stirnerpossui afinidades com o existencialismo que nao deixaram de ser percebidas porautores como henri arvon martin buber e albert camus contudo mesmo essasabordagens mais propriamente filosoficas da obra do autor deixam de capturar umaspecto crucial na minha opiniao para a compreensao do carater especifico da mesmaa sua natureza criticocultural e esse aspecto e sua relacao com o modo dedesenvolvimento argumentativo exposto no livro o unico e sua propriedade que adissertacao aborda atraves da analise das tres etapas de sua efetivacao asdessacralizacoes da individualidade da linguagem e do vinculo social para stirner aculturamoderna apresentase em um duplo aspecto por um lado representa uma relativaemancipacao em relacao aos lacos naturais assim como a dependencia imposta pelatradicao e pelos costumes mas por outrolado impoe uma dependencia ainda maior emrelacao a razao ao pensamento a verdade e a leimoral a duplicacao do mundo em ummundo de essencias e um mundo de aparencias bem como a desvalorizacao de tudo quese encontra marcado pelo signo da particularidade e da corporeidade sao resultados questirner considera inevitaveis da culturamoderna em sua proposta de esclarecimentoem funcao das nefastas consequencias de tal depreciacao da carne e duplicacao doreal que redundam em uma completa espiritualizacao do mundo e que stirner indicaa necessidade de uma dessacralizacaoemancipatoria dos aspectosessencialistasidealistas da modernidade seria preciso dissolver a aparente autosubsistenciade certos pensamentos submetendoos aos meus interesses e pulsoessubmetendo o poder do espirito degradandoo a condicao de espectro ereduzindo desse modo o seu poder sobre mim a condicao de mera obsessao apenasatraves dessa heresia o espirito poderia ser desconsagrado e entao eu faria uso delea meu belprazer a realizacao de tal proposta cumprese em tres etapas cada uma dasquais analisada na dissertacao a dessacralizacao da individualidade da linguagem e dasociedade o proposito e demonstrar que o resultado visado pelo autor e a deflacao domodo de lidarmos com nossos pensamentos pretendendo com isso promover umavalorizacao de muito do que a culturamoderna teria depreciado,0.9743934085418186
5990,25,hesiodo e a conquista do discurso humano alethea e etetyma os dois modos de dizer a verdade,tentamos mostrar que tomados em conjunto os dois principais poemas de hesiodo apontam para a construcao de um discurso propriamente humano e que este discurso e a condicao fundamental para a emergencia do discurso filosofico tomamos como ponto de partida os versos e da teogonia e de os trabalhos e os dias onde duas palavras distintas podem ser entendidas como verdade alethea para o primeiro e etetuma para o segundo poema do confronto destes textos resulta que ha ai um transito do divino para o humano e que hesiodo quer guiar o homem neste movimento que nao e de ruptura mas antes de subordinacao afastamonos da interpretacao corrente segundo a qual os versos da teogonia asseguram a verdade alethea para a poesia de hesiodo relegando as demais a falsidade ou a mentira ao nos depararmos com a verdade etetuma de os trabalhos e os dias entendemos que hesiodo aponta para a distancia entre o divino e o humano tomada pelo vies epistemologico isto e pela questao do saber e de sua expr,0.9712038612782186
258,25,um exame das bases cientoficas e metafosicas da homeopatia de samuel hahnemann,a presente dissertaco faz uma apresentaco das principais teses patalagicas e terapouticas implocitas na teoria homeopµtica estas teses por sua vez estco determinadas por uma concepco bio e fisiolagica que sustenta a existoncia de uma fora vital responsµvel pelos estados de saede doena e cura dos organismos vivos denotando o compromisso de hahnemann com o vitalismo dezoitocentista alm disso apontase par a o distanciamento de samuel hahnemann para com as principais linhas de pesquisa mdica da poca dandose especial onfase na filosofia da cioncia por ele postulada cuja principal afirmaco repousa sobre a cr da teoria e prµtica mdica o mesmo novel de certeza e verdade da fosica de sir isaac newton,0.9698079636448871
5841,26,o poder da ordem e a ordem do poder em carl schmitt,batistella marco antonio o poder da ordem e a ordem do poder em carl schmitt fls dissertacao mestrado em filosofia  universidade estadual do oeste do parana toledo resumopretendese nessa dissertacao tematizar a nocao de poder na obra de carl schmitt de modo a problematizar o conceito de politico sob a tese de que poder e ordem se aperfeicoam indissociavelmente no espaco conflitivo da politica essa pretensao constitui estrategia argumentativa para a resposta do seguinte problema a ser tratado se de um lado carl schmitt empreende uma incessante critica ao normativismo da ordem liberal de modo a todavia nao renunciar a necessidade de constituicao de uma ordem normativa como e possivel por outrolado conciliar a normativadade com uma ordempolitica substancial e naoliberal nesse contexto propoese tracejar dois ambitos sistematicos de exposicao a saber um ambito critico contendo uma exposicao historicoconceitual da estrutura politica para a qual carl schmitt polemicamente enreda sua forca antitetica de argumentacao um ambito dogmaticoconceitual no qual se expoe o posicionamento  decisionista  de carl schmitt alem do modo como o autor alicerca sua pretensao teorica de conceber o politico como um ambito tipico de conflito e de exercicio do poder e do direito para satisfazer a presente proposta estipularsea o desenvolvimento de tres capitulos articulados assim sendo pretendese desenvolver no primeiro capitulo os pressupostos historicos e filosoficos da crise do estado de direito moderno a fim de ressaltar as principais teses articuladas pelos pensadores politicos da corrente contratualista que compuseram a denominada doutrina do direitonatural moderno nesse escopo sugerese que anotadas algumas nuances singulares e distintivas entre os principais teoricos daquela corrente ha o denominador comum consistente na primazia do individuo em detrimento do poder decisorio do estado ao segundo capitulo pretendese articular como a proposta normativa de hans kelsen esta intimamente articulada com o jusnaturalismo moderno sugerese a partida que kelsen propoe a tese sob a qual o estado reduzse ao direito ou o estadoforca a normadireito com efeito argumentase que a ordem arquitetada pelo normativismo operante na republica de weimar ao pretenderse neutra pressupoe a inexistencia de uma instancia decisoria dado que onde a racionalidade da lei opera nao ha voluntas nao havendo lugar portanto para se mencionar tanto o estado de excecao quanto o significado de soberania politica exceto a soberania da lei por derradeiro pretendese articular no ultimo capitulo a concepcao schmittiana do poder a semelhanca de fenomeno constitutivo da propria condicao da vidahumana no mundo bem como argumentar que sua manifestacao nao deixara de existir ou entao nao se reduzira sua intensidade quando da relacaopolitica entre os homens a vista disso objetivase abordar duas nocoes incutidas na relacao indissociavel entre poder e ordem tratamse da nocao de poder constituinte e do principio politicoformal da representacao essas duas nocoes expressam em carl schmitt a forma pela qual se torna manifesta a homogeneidade do povo em detrimento do pluralismo da ordem liberal no conjunto da obra de carl schmitt assim esbocada a proposta dessa dissertacao objetivase em ultima instancia compreender como o autor em sua defesa do politico empreende uma justificativa do estado e do direito a luz da relacao inextrincavel entre poder e ordempalavraschave carl schmitt politico soberano decisionismo poder e ordem,0.9925134314624462
8079,26,o estado de excecao como paradigma entre a politizacao da vida e a despolitizacao da cidadania,essa pesquisa se propoe a elucidar o paradigma do estado de excecao bem como a sua relacao com a vidahumana dentro da obra do pensador italiano giorgio agamben percorremos o caminho tracado pelo autor nas tres primeiras obras da serie homo sacer onde denuncia o processo de apropriacao da vida posta em pratica atraves das mais sofisticadas tecnicas politicas e desvela como a vida biologica esta no centro dos calculos do poder inicialmente ilustraremos as influencias filosoficas de michel foucault e sua perspectiva biopolitica em confronto com a analise do autor italiano de forma diversa de foucault agamben se propoe a analisar o estatuto do podersoberano em relacao a norma juridica procurando estabelecer suas contradicoes e questionar os limites da estrutura juridicopolitica originaria do ocidente sob uma otica que busca reconhecer a insercao da vidahumana nessa esfera o autor italiano atraves das reflexoes do jurista alemao carl schmitt revela o paradoxo da soberania e a relacao oculta existente entre norma e anomia posteriormente buscamos esclarecer o carater paradigmatico do estado de excecao em um intermitente dialogo entre schmitt e o filosofo alemao walter benjamin fica patente a relacao existente entre violencia e a excecao soberana utilizandose da locucao intima solidariedade agamben reconhece pontos de ligacao entre as praticas de excecao dos regimes totalitarias do seculoxx o nazismo e o fascismo e os metodos utilizados nos regimes democraticos contemporaneos a partir da tese benjaminiana compreende como o estado de excecao nao e apenas uma experiencia isolada na historia humana mas e entao concebida como uma tecnica de governo cada vez mais utilizada como uma pratica nao declarada de muitos governos a nocao de seguranca tomou conta do estado transformandose em uma prerrogativa utilizada por muitos governos democraticos para operarem sem limites praticas de excecao de forma conclusiva o trabalho se adentra na perspectiva apresentada pelo autor sobre a stasis na experiencia classica e na modernidade o paradigma da stasis e deste modo singular para compreender a relacao de politizacao da vida que acompanha a despolitizacao da cidadania bem como a estrutura de excecao implicita na ordem moderna a guerra civil e uma pratica estatal como uma estrutura analoga ao estado de natureza mas que persiste dentro da cidade para agamben a forma que a guerra civil assume durante o estado de excecao e de indiscernibilidade entre estado de natureza e estado de direito deste modo a vida enquanto tal e posta na base do podersoberano,0.9898354109088631
5465,26,o que resta da identidade entre biopolitica e tanatopolitica em giorgio agamben,a intencao da presente pesquisa e situar o pensamentopolitico de giorgio agamben no horizonte que lhe da maior sentido a saber o da biopolitica para tanto contudo adentrarsea inicialmente nas reflexoes do primeiro grande expoente dessa perspectiva michel foucault ja que este repropoe o termo biopolitica de modo a direcionala para uma nova compreensao e critica da modernidade e do poder posteriormentetratarsea da reflexao agambeniana acerca do estado de excecao e do seu vinculo com o podersoberano estes para o autor se fundam necessariamente em um paradoxo porquanto pressupoem a existencia de uma figura o soberano interna e ao mesmo tempo externa a propria ordem na qual se encontra o objetivo do percurso aqui realizado e mostrar como agamben faz convergir os dois modelos de analise do poder isto e o da biopolitica e o juridicopolit ico este ultimo evitado por foucault antes porem sera necessario desenvolver os conceitos de zoe bios e vidanua e apresentar duas figuras do direito arcaico de sociedades antigas o homo sacer e o bando a medida que marcam para o autor o lado inverso do mesmo paradoxo fundamental ou seja o lado sob o qual o podersoberano investe sua violencia o proficuo debate entre carl schmitt e walter benjamin apresentara outros pressupostos da teoria da soberania de agamben no que tange a questao da violencia e da excecao soberana igualmente fundamental para o desenvolvimento da perspectiva biopolitica do filosofo italiano esses conceitos dentre outros constituem para agamben elementos originarios da politica ocidental qu e marcam a premencia da sua tese da contiguidade e paralelismo entre soberania e biopoder tudo isso permitira compreendera transformacao da biopolitica emum seu extremo desdobramento decorrido desde o seculo passado e que se chamou detanatopolitica em que se encontram praticas como a eutanasia e o exterminio em massa realizado nos campos de concentracao frente aos grandes regimes totalitarios do seculoxx segundo agamben esses acontecimentosso podem ser compreendidos adequadamentee em toda a sua complexidade a partir da perspectiva que tem como ponto de partida algo como o conceito de vidanua antes porem devese observar a reflexao de hannah arendtacerca da relacao entre direito e nacionalidade sobre a qual agamben faz uma leitura especifica e por assim dizer biopolitica a dissolucao do nexo essencial entre nascimento e nacao faz emergir para ambos os autores tanto os direitoshumanos como os campos ambos considerados cifras da realizacao do biopoder o trabalho encerrara com a reflexao conclusiva de agamben sobre o que significa para a ordempolitica contemporanea a existencia dos campos,0.9833298246283307
5745,26,biopolitica em giorgio agamben reflexao critica sobre a legitimidade do poder soberano,pretendese mapear o conceito de biopolitica na obra do filosofo italiano giorgio agambenmais precisamente em seu trabalho de inaugurador da serie homo sacer cujo titulo leva o mesmo nome homo sacer o podersoberano e a vidanua valendose do pensamento de michel foucault e hannah arendt de um lado e walter benjamin e carl schmitt de outro agamben faz recuar o conceito de biopolitica as fundacoes da politica ocidental importamostrar como estrutura logica e topologia de funcionamento a biopolitica anima as relacoes politicas desde seu fundamento e que a modernidade foi capaz de desvelar transformando radicalmente os espacos politicos contemporaneos e sabido que este conceito foi forjado por foucault e que em seu pensamento ele funciona como uma modalidade de poder porem em agamben ele aparece de forma central algo como um conceito base de onde emergirao outrosquatro homo sacer podersoberano estado de excecao e campo de concentracao a politica moderna ao suscitar um permanente estado de excecao isola e produz a mera vida e toma para si o direito de administrala nesta estrutura de funcionamento temos como paradigma de espaco politico o campo de concentracao,0.9828892428980717
10559,26,do terror ao terrorismo uma analise conceitual a partir de criterios filosoficos politicos e juridicos,o estudo das manifestacoes do terror e do terrorismo sob o prisma da filosofiapolitica e o ponto central explorado nas reflexoes desse texto no sentido de demonstrar como essas categorias impedem a livre manifestacaopolitica nos termos que serao definidos no trabalho nesse sentido foi realizada uma abordagem conceitual a partir de observacoes filosoficas politicas num primeiro momento foi inserida uma introducao a polis no molde aristotelico demarcando o trabalho como uma discussao teorica de politica e de como essas categorias impedem a felicidade ou bemcomum social apos apresentouse a ideia central dos filosofos contratualistas a respeito do estado de natureza como uma das bases do entendimento contemporaneo a respeito do terror e do terrorismo em um segundo momento a dissertacao demonstra como o evento historico da revolucaofrancesa foi um dos paradigmas da conceituacao do terror como uma categoria politica em relacao ao terrorismo discuto a elaboracao conceitual que partiu do filosofo israelense igor primoratz no intuito de diferenciar o terror do terrorismo em termos de categoria da filosofiapolitica a base da exposicao e o descrito acima apos esse entendimento analisouse como o terror e o terrorismo podem se manifestar a partir dos conceitos filosoficos politicos de autores como carl schmitt e giorgio agamben manifestandose tanto em atos individuais de partisans ou atraves do terrorismo de estado por fim demonstro como a lei brasileira concernente ao tema possui problemas conceituais em atencao ao disposto no trabalho,0.9822668036740311
11370,27,elfriede jelinek do texto impotente ao teatro impossivel,o trabalho visa a investigar a obra dramaturgica de elfriede jelinek  escritora austriaca laureada com o premio nobel de literatura em mas ainda pouco conhecida no brasil  de modo a lancar luz sobre o sentido atual da escrita para o teatro dada a autonomia que a cena desenvolveu em relacao ao drama desde meados do seculoxx relacionando na linha dialetica de adorno szondi hansthies lehmann e christoph menke as inovacoes formais desenvolvidas pelas pecas da autora as condicoes historicas e sociais frente as quais ela se coloca nosso estudo se detem sobre quatro pontos de articulacao primeiro a ligacao entre certa reiteracao do genero dramatico em jelinek e o que a filosofa judith butler chamou de reiteracao dramatica do genero isto e o modo como o que se entende por feminino e construido pela repeticao de comportamentos performativos segundo a exploracao de uma enunciacao coral para alem da categoria dramatica da personagem como modo de propor uma subjetividade coletiva e indeterminada para alem da fixacao na identidade propria de uma recrudescente xenofobia europeia terceiro a reconfiguracao no seculoxxi de velhas preocupacoes do teatro politico como a representacao do sistemacapitalista e a reflexao sobre as forcas que se opoem a ele em uma dramaturgia posbrechtiana que parte das inovacoes do teatro epicodialetico para buscar formas menos ligadas ao entendimento e a um intuito pedagogico para com o espectador uma arte da naocompreensao por fim o limite e o fracasso do fenomeno teatral diante de grandes catastrofes historicas o fechamento da representacao sobre simesma num periodo posvanguardista convertemse em uma politica do impossivel associada a um retorno posdramatico da tragedia agora  na esteira de samuel beckett e heiner muller  indissociavel da comedia produzindo o riso amargo caracteristico do teatro da autora um volume anexo traz ainda nossas traducoes de todas as pecas analisadas alem de alguns discursos e ensaios de jelinek sobre a escrita e o teatro,0.9857226385666338
4000,27,filosofia a sombra de auschwitz elementos de uma hermeneutica da desesperanca no pensamento de theodor w adorno,um estudo sobre o pensamento de theodor w adorno que destaca as suas caracteristicas como filosofia tratase de uma filosofia consciente de seu exercicio debaixo de uma sombra catastrofica que tudo cobre inclusive ela propria e que gira em torno de um nucleo vazio nomeavel so pela negacao dos nomes auschwitz nestas condicoes a filosofia ve sua tarefa como a da interpretacao a concepcao adorniana de filosofia como interpretacao deutung e o tema do primeiro movimento deste trabalho de dentro dele surge o segundo movimento a relacao entre o conceito de interpretacao e a discussao hermeneutica na filosofia contemporanea o pensamento de adorno e visto como contribuindo para esta discussao com sua enfase nos gestos corporais de base que levam ao e sustentam o esforco da interpretacao nele o gesto mais basico e o da desesperanca o terceiro movimento perfila esta desesperanca a luz do dialogo de adorno com a filosofia da esperanca de ernst bloch dele resulta uma desconstrucao de uma ontologia da esperanca em favor de uma hermeneutica da desesperanca esta hermeneutica sera desdobrada no quarto e no quinto movimentos em forma especular primeiro ela e vista desde o lado da desesperanca da esperanca atraves de uma analise da perspectiva de negatividade radical que permeia o pensamento de adorno depois o trabalho se concentra na esperanca na desesperanca examinando a questao da positividade neste pensamento e concluindo com uma discussao da relacao entre negatividade e positividade entre desesperanca e esperanca em adorno esta relacao e de espelho em perspectiva de simultaneidade a tarefa impossivel da filosofia e mirar nos olhos a negatividade completada na esperanca de que deste modo ela se transforme em escrita inversa do seu contrario a positividade cuja esperanca nao deve ser nomeada nem imageada,0.9826835904638297
7949,27,teatro irresoluto impasses do teatro subvencionado na encenacao do espetaculo oresteia o canto do bode pelo grupo teatral folias darte,o presente trabalho consiste em uma analise aproximativa entre a trajetoria do grupo teatral paulista folias darte e a realizacao em do espetaculo oresteia o canto do bode partindo dos termos utilizados pelo proprio grupo estudado sobre o sentido do empreendimento artistico buscamos esclarecer uma leitura sobre os juizos e vozes intrusivas estabelecidas pelos artificios epicos da narrativa sobre o material cenico concebido na adaptacao o conteudo deste empreendimento enquanto oficio de realizadores no campo teatral bem como a maneira pela qual este conteudo se traduz em uma atividade consciente dirigida e produzida em termos programaticos pelo coletivo e confrontada com paradigmas organizativos da formacao do teatro moderno brasileiro retomando leituras historicas sobre a oposicao entre a ideia de teatro moderno compreendido como atualizacao de generos e dramaturgias associados a uma ideia de profissionalizacao do oficio do artista teatral brasileiro na decada de e alguns dos principais debates sobre a consolidacao do teatro moderno brasileiro na decada de e pautamos o legado destes debates nao como uma disputa por maior influencia estetica mas como projetos de modernizacao teatral em conflito a partir deste debate expomos a compreensao e posicionamento do grupo folias darte seguindo as analogias e aproximacoes concebidas para encenar a trilogia de esquilo,0.9819797939049516
724,27,nicolas poussin ideia da paisagem,em nicolas poussin ideia da paisagem analisase a constituicao do genero de paisagem em pintura a partir de textos oficiais da academia francesa de pintura e escultura lidos segundo categorias constantes das preceptivas artisticoretoricas dos seculos xvi e xviio dispositivo conceitual estabelecido no trabalho permite que se discuta a paisagem em nicolas poussin pintor de historia cuja excelencia e reiterada na academia que todavia se omite em relacao a sua pratica nesse genero tido como inferior alem disso os conceitos mobilizados possibilitam a analise das regras que caracterizam o genero enquanto tal poussin pintor modelo tem seu nome exaltado pelos academicos que entendem como rigoroso observador das regras ate na paisagem cuja pratica entretanto desconsideram indigna do mestre e sobre a qual por isso silenciama paisagem em poussin decerto e analisada tambem e principalmente a partir das obras foram selecionadas imagens da autoria de poussin e de seus mestres italianos domenichino e annibale carracci com os quais seus trabalhos no genero sao comparados ao longo dos tres capitulos que formam a tese os pontos comuns entre esses artistas sao discutidos segundo quatro conceitos basicos ideia materia estrutura e estilo firmados por poussin em seus documentos escritos notadamente em sua correspondencia,0.9819620101002877
9585,27,estetica e metafi sica em alvaro de camposinvestigacao e recepcao da sua poesia na orpheu,em um grupo de jovens geracao d`orpheu liderados por fernando pessoa e mario de sacarneiro deram os primeiros passos para a entrada do modernismo na literatura portuguesa atraves da publicacao da orpheu na primeira edicao dessa revista apareceram os poemas ode triunfal e opiario escritos por alvaro de campos os quais provocaram escandalos e reacoes nos periodicos da epoca entender a recepcao negativa desses poemas e investigar seus motivos e o principal intento da dissertacao para tanto farsea necessario conhecer mais sobre o poeta lisboeta e sua heteronimia averiguar os conceitos de estetica e metafisica conforme defendido pelo heteronimo alvaro de campos e tambem pelo ortonimo e identificar essas concepcoes nos poemas ode triunfal e opiario no primeiro capitulo foram utilizados os escritos pessoanos e as obras de grandes pesquisadores da vida e obra de pessoa tais como moises massaud jose gil eduardo lourenco leyla perrone moises rudolf george lind nuno judice e nuno ribeiro,0.9811543849845267
11525,28,a distincao de essencia e existencia sua genese e sua discussao em tomas de aquino e duns scotus,durante a alta escolastica o debate acerca da distincao de essencia e existencia atraiu o interesse da filosofia e da teologia aessencia dizrespeito ao que quid de uma coisa aquilo que adetermina como tal coisa no entanto conhecer o quidde algo nao nos dizse tal ente existe an sit exceto se o ente em questao e aquele cuja essencia e o proprio ser essa distincao remete ao contraste fundamental entre o criadorser necessario que esta acima de qualquer composicao ontologicae o ente criadoser contingente cuja existencia nao e de sua essencianeste trabalho investigamos a discussao desse problema em tomas de aquino e duns scotus para isso buscamos delinear no capitulo a genese do problemao seu pano de fundo e os principais assuntos que orbitam o debatenas contribuicoes de aristoteles boecio dos filosofos arabes e da teologia latina em seguida no capitulo buscamos compreender como se da a doutrina da distinctio realisde tomas de aquino partindo da nocao de ente o aquinate encontra uma estrutura metafisica na criatura que se da como uma composicao real de potencia e ato participante e participado essentia e actus essendi esta estrutura diz o ens per participationem que revela a sua dependencia para com ocriador ens per essentiamque e o proprio ser subsistente ipsum esse finalizamos o capitulo expondo o argumento do de enteet essentia cap e apresentando duas classificacoes dosargumentos pela distincao realencontrados no corpus thomisticumposteriormente no capitulo investigamos de que forma o problema e tratado por duns scotus anocao univoca de ens na metafisica de scotusreorienta toda aabordagem da contingencia do ente criado levandoa uma rejeicao da tese da distincao real de essencia e existenciaparascotusa composicao inerente ao ente finito e a de res positivae privatioe da carencia de algum grau de perfeicao da entidade cuja plenitude se da apenas no ens infinitumque se segue a composicao depotencia objetiva e ato justificando assim sua contingencia analisamos duas teses que parecem emergir da doutrina do doutor sutil como propostas alternativas a sua rejeicao explicita da distincao real as teses da distinctio formalise da distinctio modalis em ambas as teses a essencia e existencia sao uma mesma resna primeira a essencia e existencia sao formalidades distintas na segunda a essencia e existencia se relacionam como quididade e seu modo intrinseco,0.9909711441092195
5459,28,homem e sensibilidade em ludwig feuerbach critica a teologia crista e a filosofia especulativa,a analise imanente que direcionamos sobre as criticas que feuerbach dirige a religiao eteologia cristas e a filosofia especulativa mostra que o objetivo central desenvolvido nestascriticas esta vinculado a afirmacao da antropologia feuerbachiana e com isso a compreensaodo homem enquanto ser racional e tambem sensivel feuerbach articula sua critica a religiaoe a teologia cristas a partir do processo de alienacao da essencia generica humana de modoque o autor busca nas fontes primarias do cristianismo classico e em seus expoentessupranaturais o seu correlativo verdadeiro material a desmistificacao das imagens religiosase dos dogmatismos teologicos a partir disso feuerbach mostra que a religiaocrista eexpressao dos sentimentos humanos das relacoeshumanas da sensibilidade e portanto ela eantropologia todavia esse sentimento expresso pela religiaocrista e inibido pela doutrinateologica no processo de desenvolvimento e afirmacao da dogmatica e racionalidadeteologicas afirmando um ideal de homem castrado assexuado desnaturalizado do mesmomodo a filosofia especulativa moderna cujo expoente maximo e hegel fundamentaenquanto base do sistema logico a afirmacao do ser absoluto a partir da abstracao do homeme da sensibilidade para feuerbach a filosofiamoderna se detem na articulacao de conceitoscujos elementos sao fundados idealisticamente autofundados na razao ou seja os conceitosnao sao extraidos do mundosensivel de panoramas da realidade assim para o filosofo delandshut a filosofia especulativa moderna se torna uma filosofia arbitraria ademais afilosofia feuerbachiana e marcada por uma radicalidade crescente que se expressa na defesade uma nova filosofia que deve comecar com a naofilosofia ou seja com o revesmetodologico instituido pela filosofia de escola a saber os objetos sensiveis a novafilosofia deve partir dos objetos sensiveis para entao obter bases concretas e imanentes naelaboracao dos conceitos validando a propria natureza como aquela a qual o homem deve asua origem e os meios materiais para a sua existencia a nova filosofia ou filosofia sensualistabusca reconstituir o conhecimento completo razao e sensibilidade unidos na problematizacaoe compreensao do homem e do mundo o objetivo do presente trabalho e precisar acentralidade conceitual do homem e da sensibilidade que existe no arcabouco criticofeuerbachiano e mostrar que a critica visa a concretizacao da emancipacao e conscientizacaohumana pois para feuerbach somente assim o homem podera atuar ativamente nodesenvolvimento social em busca do bemcomum,0.9892768184912658
2237,28,o problema da negacao e do que nao e,expresso sumariamente o problema discutido consiste em como admitir que podemos dizer o que nao e sem tambem admitir que o que nao e e ou seja sem admitir algo onticamente negativo os dois aspectos que podemos dizer o que nao e e que nao admitimos que o que nao e e sao tomados como aceitos em nossa concepcao prefilosoficaa formulacao do problema e o proprio titulo do trabalho abrigam intencionalmente uma ambiguidade dizer o que nao e pode significar a dizer algo falso dizer o que nao e verdadeiro b falar ainda que verdadeiramente sobre o que nao existe dizer o que nao existe e c dizer ainda que verdadeiramente e sobre o que existe que ele nao e tal dizer o que nao e tal o centro da discussao portanto esta em determinar se podemos falar do que nao existe falsamente ou negativamente sem sermos obrigados a admitir um correlato ontico do que dizemossao distinguidas duas atitudes diante do problema em seus tres aspectos a consideralo como um pseudoproblema ou b consideralo como um problema genuino e portanto revisar nossos conceitos eou nossa concepcao sobre o mundo como o fez pela primeira vez parmenides negando que se possa falar do que nao e e adotando um monismo estatico ou como outros fizeram admitir extraser subsistencia falsidades objetivas fatos negativos negacoes reais causas negativas privacoes ausencias como objetos de conhecimento obrigacoes negativas contradicoes reais ou o nadacomo o onus da argumentacao cabe aos que defendem a segunda atitude que e revisionista sao enunciados argumentos em favor de tal atitude invocando a necessidade de alteracoes nas concepcoes ontologicas os primeiros tres argumentos tratam respectivamente do naoexistente do falso e do negativamente verdadeiro o quarto de causas e razoes negativas o quinto da privacao o sexto do conhecimento negativo o setimo de prescricoes negativas o oitavo de contradicoes reais e o nono do nada com o que se conclui a parte i do trabalho seguese entao parte ii uma analise conceitual dividida em duas secoes a primeira mais generica dedicada a conceitos fundamentais relevantes na discussao posterior e a outra consagrada especificamente aos conceitos de negacao e de negativo na parte iii expoese uma defesa da primeira atitude isto e a de considerar o problema como um pseudoproblema e consequentemente negar a necessidade de qualquer mudanca conceitual o trabalho encerrase com uma secao que compreende as respostas aos nove argumentos enunciados no final da parte i,0.9885464588036953
2640,28,perseveracao conservacao e destruicao o estatuto da essencia modal na etica de espinosa,analise da essencia modal na etica de espinosa partindo de sua dupla definicao como perseveracao no ser e resistencia a destruicao por causas exteriores tratase do conceito de conatus que e essencia de uma coisa singular existente em ato a partir dai discutese a nocao de coisa singular levando em consideracao a concepcao espinosista de essencia causante essentia actuosa valida tanto para o entendimento da substancia quanto do modo finito que e o homem a analise da essencia modal parte da causalidade imanente que explica a coisa singular como efeito imanente da substancia e da causalidade transitiva que explica a coisa singular como efeito das relacoes entretidas entre os modos na existencia em ato a definicao do conatus como poder de afetar e ser afetado que dai resulta e a base para a problematizacao de diversos aspectos da essencia modal culminando na questao da perseveracao e destruicao por causas exteriores e proposta uma concepcao de individuo qualquer que seja o grau de complexidade de sua composicao como efeito do poder de afetacao a medida que efeito da comunicacao existente entre suas partes constituintes considerando que todas as coisas convem por serem expressoes de uma unica e mesma substancia donde a problematica nocao de exterioridade na etica em um regime ontologico em que nao ha heterogeneidade entre interno e externo a destruicao por causas exteriores e interpretada como transformacao restando um sentido inassimilavel de destruicao exemplificado pelo suicidio e pela anorexia a concepcao espinosista de sabedoria responde pelo entendimento e exercicio do que seja transformacao culminando no conhecimento da comensurabilidade entre a substancia deus e o modo finito homem onde ficam indiscerniveis eternidade e duracao essencia e existencia imanencia e transitividade,0.9874247286686971
11163,28,a antropologia de feuerbach como critica a religiao conceituacao do homem e natureza,a critica religiosa feita por ludwig andreas feuerbach e constituida por uma ressignificacao que tem o homem como objeto principal da religiao com isso desenvolve o que ficou conhecido como ateismo antropologico neste texto desenvolvemos alguns pontos que julgamos ser importantes para tal contribuicao de analise acerca do tema demonstramos como feuerbach entende a essencia da religiao como essencia antropologica analisamos o que o autor entende por religiao e por teologia a religiaocrista como manifestacao dos sentimentos e desejos humanos e como a mesma e envenenada pelas doutrinas teologicas as concepcoes de natureza nas religioes panteistas e no cristianismo e como se da a relacao do homem com ela em ambos momentos a teoria do homem integral so atinge a sua completude atraves de uma analise que conceitua o homem como ser individual sensivel e plural sua relacao com a religiao e sua relacao com a natureza feuerbach pretende a superacao da alienacao religiosa atraves da emancipacao da consciencia e do reconhecimento do homem com o seu meio assim este trabalho tem por objetivo central tratar da teoria do homem integral defendida pelo filosofo alemao para tanto perpassamos por debates que julgamos ser de suma importancia para a defesa de tal argumentacao para amparar nossa pesquisa utilizamos como obra principal a essencia do cristianismo porem tambem desenvolvemos leituras minuciosas de outras obras que julgamos interessantes para compor a argumentacao da pesquisa tais como prelecoes sobre a essencia da religiao a essencia da religiao principios da filosofia do futuro e para a critica da filosofia de hegel para apoio secundario foi feita uma revisao bibliografica de comentadores que tambem trabalham o tema da antropologia feuerbachiana,0.9850126653022376
