document,topic,nm_producao,ds_resumo,gamma
8296,3,a formacao emancipatoria em adorno e a primazia provisoria da resistencia sobre a adaptacao no contexto educativo,oliveira luana aparecida de a formacao emancipatoria em adorno e a primazia provisoria da resistencia sobre a adaptacao no contexto educativo p dissertacao mestrado em filosofia universidade estadual do oeste do parana toledo resumo esta dissertacao pretende apresentar a concepcao adorniana de educacao e a partir dela realizar um confronto critico com a de educacao vigente no capitulo intitulado a proposta adorniana de uma educacao emancipatoria e os pressupostos necessarios para tal condicao veremos que para theodor w adorno a educacao somente tem sentido quando voltada para uma formacao que seja emancipatoria no sentido de se tornar o lugar social da tematizacao do naoidentico e de proporcionar experiencias formativas capazes de contribuirem com o desenvolvimento autonomo e critico dos individuos para tanto ha os pressupostos que segundo nossa leitura do autor sao condicoes de possibilidade para que ocorra o processo emancipatorio sendo que um fator importante para esta formacao dizrespeito a tensao entre a adaptacao e a resistencia porem no capitulo critica a educacao vigente a partir dos fundamentos filosoficos adornianos e analisada a educacao atual e constatado que por ela estar situada em uma sociedadecapitalista o conjunto de suas praticas pedagogicas reforca em grande medida a adaptacao a realidade que se apresenta desta forma podemos afirmar que neste contexto educativo nao ocorre a tensao necessaria para a formacao emancipatoria uma vez que ha o demasiado predominio da adaptacao sobre a resistencia a partir do referencial teorico de adorno sao elencados alguns elementos que contribuem para o fortalecimento unilateral do polo adaptativo na formacao a saber a barbarie por meio do ensino pela dureza isto e pela repressao e pelo medo a razaoinstrumental e a industriacultural do conjunto destes elementos resulta o modelo ideologico da semiformacao ou seja a deformacao da formacao por fim diante dessa problematica uma possivel alternativa e elaborada no capitulo a primazia provisoria da resistencia no contexto educativo sendo defendido que a esfera educacional possui o compromisso social de priorizar a resistencia assim o objetivo e indicar as condicoes de possibilidade da educacao fomentar as varias formas de resistencia para que entao neste processo o proposito da formacao emancipatoria possa ser fortalecido,0.9763498296555359
3334,3,adorno e horkheimer a teoria critica como projeto de emancipacao,a dissertacao sob o tema adorno e horkheimer a teoriacritica como projeto de emancipacao retoma os textos de adorno e horkheimer investigando o pensamento desses autores enquanto reflexao acerca da sociedade burguesa a partir dos elementos postos pelo pensamentomoderno alicercado na afirmacao da razao e na promessa de emancipacao do homem das amarras dos mitos e do suprasensivel a reflexao acerca da razao iluminista e do confronto entre a teoria tradicional e a teoriacritica enquanto instancia critica do processo que nasceu na modernidade cujo resultado e a instrumentalizacao da razao sua submissao a tecnica ou seja o processo de dominacao da natureza hostil perpassa o trabalho dos autores como um resgate do projeto originariamente emancipatorio da razao iluminista a investigacao tem como eixo central a analise de obras como teoria tradicional e teoriacritica dialetica do esclarecimento e diversas obras menores que correspondem as tres fases de desenvolvimento do pensamento deles na fase inicial os autores estavam ligados a ideia de uma possivel emancipacao atraves de uma revolucao proletaria na segunda ha uma descrenca na possibilidade de transformacao seus textos sao do periodo do exilio americano a terceira fase e marcada pela critica do mundo administrado em que sobressaem a critica cultural e da educacao e a busca de saidas consideradas por seus criticos como aporias as principais questoes abordadas podem ser sintetizadas na relacao entre a teoria tradicional e a teoriacritica e no seu reconhecimento da transformacao da razao em razaoinstrumental a questao da dialetica do esclarecimento em que se da a sobreposicao da dominacao sobre a emancipacao revelada sobretudo no eclipsamento do sujeito no antissemitismo e na manipulacao da cultura e da informacao pelo poder da industriacultural e por fim as questoes em que sao pontuados os elementos que vinculam a teoriacritica a emancipacao dessa forma a critica se inscreve no exame do processo civilizatorio entendido como paulatino movimento em direcao a dominacao da natureza e do homem natureza externa e interna expressa pela teoria tradicional que redunda na instrumentalizacao da razao esse estudo permitiu ver na proposta da educacao contra a barbarie da educacao para uma consciencia verdadeira da educacao para a sensibilidade na formacao contra a semiformacao no progresso como desenvolvimento da humanidade enfim numa educacao para a emancipacao elementos que sobrevindos da critica dao guarida a um projeto de emancipacao,0.9569965930894938
8047,3,o paradoxo da razao na dialetica do esclarecimento,meu objeto de estudo e a analise do conceito de esclarecimento na filosofia de theodor w adorno pretendo com este trabalho obter elementos que apontem uma possivel saida para o paradoxo ocorrido com o processo de esclarecimento na civilizacao ocidental que segundo os autores tem seu germe desde os primordios da humanidade e instaurou um quadro de dominacao da natureza e dos homens culminando na destruicao do individuo e de suas expectativas iluministas da promocao de melhores condicoes de vida e do bemestar humanos esta analise se dara a partir do estudo de alguns textos de adorno como educacao e emancipacao teoria da semicultura e em especial a obra dialetica do esclarecimento escrita conjuntamente por theodor adorno e max horkheimer refazendo o percurso criado por eles nesta ultima obra procurarei apontar trechos que nos indicam ainda que de modo sutil que a preocupacao de ambos os autores nao era a de apenas criticar a civilizacao ocidental do periodo em que viveram mas sim a de denunciar o rumo da humanidade esclarecida pretendo tambem mostrar que ao contrario do que diz a critica acima eles se preocuparam em pensar e apontar meios que pudessem livrar os homens da dominacao sofrida e proporcionar a estes uma vida autonoma e consciente do status quo com esse apontamento pretendo refutar a fama de pessimistas atribuida a eles pretendo ainda mostrar de que maneira essa saida seria possivel sem contradicao uma vez que esta parece ser uma aporia pois na obra ao mesmo tempo que o processo de esclarecimento da civilizacao ocidental e considerado pelos autores como o responsavel pela dominacao sofrida pelos homens pela nao promocao da autonomia e bemestar humanos e tambem pelo regresso da humanidade a barbarie devido a auschwitz parece tambem considerado pelos autores como a unica solucao possivel para os problemas causados por ele pelo esclarecimento,0.9531411014798103
1328,3,industria cultural barreira para a emancipacao do individual,no momento em que o capitalismo anuncia o fim da cultura de massa pela diversificacao da producao e do consumo cultural e preciso lembrar que o problema nao esta somente na forma de producao e consumo mas na forma da cultura no fato de ela ter sua natureza determinada por fatores tecnicos economicos e politicos a transformacao da cultura em objeto de consumo tiralhe o sentido a identidade fazendo com que ao inves de promover a emancipacao promova a despolitizacao e alienacao das massasnesta dissertacao pretendo fundamentar esta ideia a partir das criticas a cultura e ao esclarecimento feitas pelas escola de frankfurt em especial por adorno e horkheimer tambem pretendo mostrar como o esclarecimento que tomando somente a sua aplicacao funcional razaoinstrumental se converteu em instrumento de dominacao utiliza a industriacultural para camuflar a realidade e impedir que as massas tenham consciencia de sua propria condicao de massa manipulada para a de individuos autonomos e emancipados,0.9508593094517683
3477,3,a realidade como ideologia sobre o problema da ideologia na obra de theodor w adorno,a tese propoese explicar as peculiaridades do conceito de ideologia na obra de adorno entendoo como conceito central na filosofia adorniana para tanto procurase em primeiro lugar apresentar uma reinterpretacao da articulacao entre mito e aufklarung tal como exposta no livro dialektik der aufklarung a fim de se caracterizar o quadro historico geral em que se coloca o problema para adorno a partir disto sao entao analisados os fenomenos principais da reversao da aufklarung em mito o antisemitismo e a industriacultural quanto ao primeiro discutemse os textos de adorno produzidos no ambito do projeto de pesquisa sobre o antisemitismo e os elementos do antisemitismo buscandose obter as bases psicologicas e socioeconomicas do fenomeno e atraves disto o diagnostico adorniano da contemporaneidade os resultados deste trabalho sao entao utilizados na analise da industriacultural como forma por excelencia da ideologia no capitalismo tardio,0.9478189916037568
937,4,uma introducao ao paradoxo da predicao,uma introducao ao paradoxo da predicaoo paradoxo da predicao pode ser enunciado do seguinte modo um professor anuncia aos seus alunos que realizara um unico teste surpresa na semana que se segue emitido o anuncio um aluno objeta ao seu professor afirmando que seria impossivel a realizacao de um teste surpresa na proxima semana e para demonstralo oferece o seguinte raciocinio suponhamos que se o teste nao houvesse sido realizado nos dias que antecedessem a sextafeira entao ele somente poderia ser realizado na sexta entretanto dado que o teste nao houvera sido realizado nos dias que antecedem a sextafeira poderiase saber na quintafeira que o teste seria realizado na sexta e deste modo o teste nao poderia ser mais surpreendente consequentemente a sextafeira seria eliminada enquanto dia no qual seria possivel a realizacao de um teste surpresa mas o teste surpresa nao poderia por exemplo ser realizado na quintafeira a esta pergunta o aluno responderia do seguinte modo observemos que para que o teste pudesse se realizar na quintafeira ele nao poderia ter sido realizado nos dias que antecedem a este dia logo posto que um teste surpresa nao poderia ser realizado na sextafeira e dado que por hipotese ele tambem nao fora realizado nos dias que antecederam a quinta entao na quartafeira poderiamos saber que o teste seria realizado na quintafeira e portanto o teste novamente nao seria surpreendente tornase obvio que a reproducao deste raciocinio permitira a eliminacao de todos os demais dias da semana e em consequencia disto a conclusao de que e impossivel a realizacao de um teste surpresa que esteja em conformidade com anuncio do professoro problema existente na formulacao acima e que aparentemente um teste surpresa tal como descrito no anuncio alem de ser logicamente possivel e regularmente realizado pelos nossos professores porem possuimos um raciocinio que e aparentemente exato e que demonstra uma proposicao contraditoria a afirmacao anterior deste modo ao tratarmos do paradoxo da predicao estaremos lidando historicamente com as hipoteses de que o problema quer se trate de um erro ou de um paradoxo possa estar contido no anuncio ou no raciocinio que se convencionou denominar de raciocinio de eliminacao estas hipoteses iniciais determinarao o conteudo das solucoes historicamente apresentadas atraves de uma oscilacao entre a existencia de uma autocontradicao contida no anuncio propoe entre a existencia de um contraexemplo a algum principio epistemico ou pragmatico utilizado no racio´cinio de eliminacao o qual e normalmente utilizado ou entao na existencia de um erro produzido na aplicacao dos procedimentos dedutivos deste raciocinio,0.9661053191033688
2154,4,traducao comentada de trattato sopra le scene de sebastiano serlio,essa dissertacao e constituida pela traducao notas criticas e um comentario sobre o tratado sobre as cenas pertencente ao da arquitetura e perspectiva proferido pelo arquiteto italiano sebastiano serlio bologneseo texto que serviu de base para a traducao foi a edicao de giacomo de francesci de que por sua vez utilizou a colecao de m gio domenico scamozzi vicentino arquiteto italiano a edicao consultada reune os sete livros que foram inicialmente editados em separadoo primeiro volume foi publicado em seguidos de outros seis volumes ate a ultima publicacao correspondente ao livro vii realizada em o tratado sobre as cenas e os lumes artificiados das cenas pertencem ao livroii do da arquitetura juntamente com o tratado de perspectiva quanto a superficie e quanto aos corposprivilegiouse nas notas a traducao comentarios e referencias a possiveis fontes antigas utilizadas por serlio as obras de plinio e vitruvio consistem nas principais fontes antigas para da arquitetura e perspectiva que se apresenta como um discurso preceptivo da arquitetura baseado na retorica e na poeticano tratado sobre as cenas serlio se utiliza dos lugares proprios da arquitetura para prescrever a pratica cenica evidenciando desse modo a representacao teatralserlio discorre acerca das tres sortes de cenas a comica a tragica e a satirica prescrevendo e exemplificando cada cena localizandoas num espaco perspectivamente construido,0.9584783749102428
1639,4,apologia de galileu por tomas campanella introducao e traducao,a dissertacao concentrouse na elaboracao de uma traducao para a lingua portuguesa da obra apologia per galileo de tomas campanella a partir do texto italiano da edicao bilingue latimitaliano elaborada pelo prof paolo ponzio da universidade de bariitalia num primeiro momento intentouse a traducao a partir do texto italiano como havia sido proposto no entanto a edicao de ponzio traz confrontado o texto original latino tendo a oportunidade de perceber que em algumas passagens o tradutor italiano se permitia liberdades interpretativas passouse a promover um cotejamento minucioso com o texto latino finalizada a traducao preparouse tambem uma introducao a traducao com o intuito de conduzir o leitor em seu contato com a obra a partir de uma contextualizacao do tema abordagens quanto ao genero literario e a apresentacao de alguns aspectos relevantes da obra sendo a apologia um texto que determina sua defesa no modelo de disputa medieval deparouse com uma quantidade generosa de autoridades da patristica assim utilizouse na traducao portuguesa as citacoes da edicao italiana pois se faziam importantes dado o escasso tempo para a elaboracao da dissertacao de mestrado sendo que um deles e necessario para o cumprimento das disciplinas obrigatorias no curso nao houve tempo para a elaboracao de notas explicativas ao texto no entanto ao que foi proposto a comissao de selecao do instituto de filosofia e cienciashumanas da unicamp acreditase ter alcancado os objetivos a dissertacao recebeu financiamento da fapesp e teve seu ultimo relatorio aprovado,0.9450366413417897
10558,4,de rerum natura  livro iii um exercicio de traducao do texto filosofico,a filosofia epicurista dispensa justificativa quanto a sua importancia uma vez que a historia da filosofia e testemunha de seu valor a obra de lucrecio e atualmente a maior fonte organizada de tematicas sobre a filosofia epicurista disponivel e se encontra praticamente completa ademais sobre a importancia dessa obra do epicurista romano temos uma diversidade de materiais e estudos de recepcao que apontam para o grande papel que a obra emprega na formacao da modernidade alem disso o tema tratado no livroiii da obra de rerum natura sempre estara em um eixo central do debate filosofico sendo ele o tema da morte e da mortalidade humana esse se trata de um tema central na filosofia epicurista e tambem se trata de um debate sempre necessario sobre a condicaohumana nao contamos ainda com nenhuma traducao integral brasileira da obra publicada bem como nao ha traducao brasileira publicada do livroiii da obra alem disso nenhuma das traducoes para a lingua portuguesa e realmente direcionada para o conteudo filosofico do texto devidamente assentado sobre um estudo atualizado e com metodologia de traducao propria para tal conteudo o objetivo deste trabalho e fazer um exercicio tradutorio com foco no conteudo da filosofia epicurista da obra de rerum natura uma explicacao de alguns dos temas do conteudo filosofico do texto faz tambem parte do trabalho que evidencia parte do processo de leitura e interpretacao do original o que compos a tarefa de traducao essa atividade de estudo de comentadores e interpretes por tanto passou a compor a leitura do texto original berman p e assim integra e complementa o exerciciode traducao por fim essa se trata de uma traducao parcial do livroiii da obra de rerum natura de tito lucrecio caro com explicacao de parte do conteudo filosofico e de temas que se mostraram significativos para a traducao e servem como complemento da mesma,0.9409270639674956
3090,4,traducoes e notas de algumas observacoes sobre william shakespeare por ocasiao do wilhelm meister de augustwilhelm shclegel resenha de algumas observacoes sobre william shakespearte por ocasiao do wilhelm meister de augustwilhelm schlegel de friedrich schlegel e sobre o meister de goethe de friedrich schlegel e ensaio introdutorio,o presente trabalho compreende traducoes anotadas dos seguintes textos algumas observacoes sobre william shakespeare por ocasiao do wilhelm mei ster de august wilhelm schlegel resenha de algumas observacoes sobre william shakespeare por ocasiao do wilhelm meister de augustwilhelm schlegel de friedrich schlegel e sobre o meister de goethe de friedrich schlegel alem de uma dissertacao introdutoria em que se procura alinhar as principais caracteristicas da teoria do drama e do romance dos autores tais como se depreendem dos textos traduzidos e faze la contrastar com a doutrina neoclassica em vigencia ate entao,0.9390263032833133
4308,5,tradicao  um caminho na contramao da historia contribuicoes para o esclarecimento do conceito de tradicao na obra wahrheit und methode de hansgeorg gadamer,o texto tem a ver com hermeneutica e tradicao o problema tratado e o conceito de tradicao que englobou novos elementos ao longo dos seculos condicionando a sua aceitacao ou rejeicao este trabalho se propoe pontualizar alguns momentos dos ultimos anos de historia ocidental observando as reacoes assumidas diante do fenomeno da tradicao na mesma medida em que seu conceito ia assumindo novos matizes a pesquisa e de vivo interesse para a atualidade como demonstrou a ainda recente polemica gadamer versus habermas a hipotese de trabalho e que os matizes assumidos pela palavra tradicao foram expressos por gadamer em wahrheit und methode com as palavras alemas tradition e uberlieferung entender essa sutileza e fundamental para compreender um conceito de tradicao que possa sobreviver no mundo atual os metodos empregados foram revisao bibliografica e analise semantica a busca da solucao segue no primeiro capitulo a proposta do filosofo alemao hansgeorg gadamer de reabilitar a tradicao partindo de dois caminhos a etica de aristoteles e a filosofia da linguagem apresenta tambem as objecoes de jurgen habermas da escola de frankfurt e as respostas de gadamer no segundo capitulo apresenta algumas consideracoes sobre a oscilacao entre acolhida ou rejeicao da tradicao nos ultimos anos de historia ocidental repassa a formacao da tradicao crista enfatizando o periodo patristico comenta a contestacao dos reformadores e a elaboracao das primeiras hermeneuticas apresenta as objecoes do iluminismo com a criacao do preconceito contra o preconceito ate o auge na revolucaofrancesa com o projeto de renovar todas as coisas a luz da razao termina com a timida reacao do romantismo que porem nao consegue superar as objecoes que faz o iluminismo a tradicao no terceiro capitulo apresenta uma detalhada analise semantica do emprego das palavras tradition e uberlieferung na obra wahrheit und methode verdade e metodo de hansgeorg gadamer a intencao e mostrar que a distincao no uso de uma e outra palavra confere uma compreensao particular a obra e isso permite contornar as objecoes a tradicao que se costumam apresentar o conceito de tradicao resta enriquecido na sua extensao e compreensao mas nao tao delimitado como o autor gostaria,0.867178648438701
3045,5,o papel da a phronesis de aristoteles na elaboracao do problema hermeneutico em verdade e metodo,o presente trabalho tem o objetivo de estudar como e por que hansgeorg gadamer encontrou na phronesis aristotelica o paradigma para resolver o problema hermeneutico da aplicacao no particular a hermeneutica gadameriana e baseada em cinco conceitoschave a saber a linguagem a pertenca do interprete a tradicao historica o preconceito a fusao de horizontes e o circulo hermeneutico a hermeneutica gadameriana ainda exige a habilidade ou capacidade de bem deliberar decidir e agir no entanto gadamer percebeu que isso nao pode ser ensinado aprendido esquecido ou mesmo transferido direta e intencionalmente de pessoa para pessoa e se deparou com um t como entao pode ser desenvolvida tal habilidade a resposta veio a partir de seus estudos em filosofiagrega antiga atraves da formacao neoaristotelica de gadamer na escola alema influenciada pela filosofiapratica ou seja ele redefiniu o conceito de phronesis que originalmente aparece na etica de aristoteles o qual passa a significar o modo pelo qual o interprete pode desenvolver a sabedoriapratica para compreender e agir atraves de regras gerais em casos particulares em um mundo contingente a concepcao de gadamer e a de que a racionalidade pratica deve ser entendida em termos de phronesis ou seja pelo papel desempenhado pela phronesis como modelo para a aplicacao hermeneutica,0.8651655352248981
974,5,william harvey e a anatomia do seculo xvii ruptura e tradicao,o tema central da tese william harvey e a anatomia do seculoxvii ruptura e tradicao e uma analise da descoberta da circulacao do sangue e suas implicacoes anatomicas e filosoficas inclui uma pequena historia das concepcoes tradicionais de aristoteles galeno vesalio e outros uma discussao do metodo de inspecao anatomica no seculoxvii e uma discussao da filosofianatural de william harvey contem uma pequena biografia e cronologia das obras de harvey,0.8608226212905481
